sec
0.8350703
0.8231595
0.9073122
0.8631973
0.8794333
0.8809277
0.9098692
0.9626182
1.0163329
1.4177628
0.8314756
0.9057843
0.8744128
0.9130776
0.8773208
0.9288683
0.9977639
1.4239025
0.8423061
0.9079441
0.8920008
0.875382
0.8892855
0.8482935
0.8682063
0.9182293
0.8795776
0.8457066
0.8645573
0.9586504
0.874324
1.4435026
0.8224152
0.8987219
0.8668019
0.8713452
0.8679034
0.9490463
0.8833829
1.4366682
0.8265065
0.9088895
0.8403904
0.9448489
0.8947884
0.873188
0.9155786
0.86025
0.8762991
0.9150432
0.9088045
0.8966489
0.8849581
0.9060421
0.9355559
1.3327517
0.9026295
0.8399516
0.8617075
0.8913125
0.8635256
0.8608657
0.8568551
0.8306035
0.8890669
0.866067
0.9273184
0.9304704
0.8985418
0.8848969
0.8834395
0.9428982
0.9300989
0.9255609
0.8942552
0.9025923
0.8867286
0.9092741
0.9103287
0.9138109
1.0064222
0.8863478
1.378881
0.9088357
0.8496061
0.8473264
0.8682607
0.8840326
0.9172471
0.9125245
0.8856732
0.8614613
0.9189796
0.912807
0.8949041
0.8756969
0.9168236
0.9198137
0.8818405
0.8764062
0.9017332
0.9128257
0.9974833
0.8646671
1.3590023
0.8937165
0.8344978
0.940263
0.904014
0.8761259
0.9114367
0.841592
0.8751266
0.8653227
0.8833399
0.9068682
0.8958357
0.8855351
0.9699481
1.4133431
0.8373897
0.9084261
0.9292232
0.8487371
0.9077926
0.8799322
0.9329603
0.9042434
0.8736662
0.8573265
0.9189638
0.9158601
0.8954152
0.8766903
0.9183057
0.9295201
0.912674
0.890254
0.8808057
0.9377967
0.9463363
0.9197235
0.885749
0.9008448
0.9959047
0.8660251
1.3733852
0.8697668
0.8749451
0.9213813
0.8554695
0.8945474
0.872262
0.8991207
0.8689387
0.9092334
0.925513
0.897451
0.8773394
0.935489
0.9336301
0.9217185
0.9004787
0.8987222
0.9308762
0.9535411
0.902743
0.9066438
0.9154717
0.9131097
0.8804463
0.9788946
1.3952352
0.8415677
0.8932732
0.907502
0.8307059
0.9309884
0.8646456
0.8929102
0.8746444
0.9252424
0.9673619
0.9510324
0.8661708
0.9202816
0.8543634
0.8684645
0.8956523
0.8541846
0.9670681
1.3435978
0.8688825
0.8991116
0.8517863
0.898223
0.8624621
0.9220185
0.8995517
0.8743238
0.8689458
0.9271168
0.9285868
0.8969303
0.9090963
0.9440992
0.9643032
0.9471042
0.9408289
0.9344678
0.9388694
0.9919358
0.914429
0.9528823
0.9617419
1.4006803
0.8705935
0.8678537
0.8399746
0.8344524
0.8864681
0.8818504
0.8901042
0.8687018
0.9261187
0.9177169
0.9092957
0.8835164
0.8773376
0.9218968
0.9197374
0.8945948
0.8844825
0.9177518
0.9333307
0.9201303
0.9101806
0.9030935
0.8939872
0.9734705
1.4275425
0.8435742
0.8989057
0.8460289
0.9101083
0.8957025
0.8771826
0.9202957
0.8522144
0.8687827
0.9223845
0.9155406
0.898033
0.8861192
0.9097093
0.9221893
0.8903576
0.8876487
0.9703863
1.4045999
0.8451785
0.9069623
0.9283597
0.8458675
0.9012445
0.8776095
0.9435058
0.9096861
0.8750247
0.8576215
0.9277264
0.9252702
0.8975904
0.8793998
0.9200266
0.9426222
0.9167157
0.9056911
0.9138254
0.9015512
0.9707544
0.897497
0.9387699
0.8548162
1.4415912
0.8492134
0.9330417
0.8491643
0.9621583
0.916923
0.8891858
0.9213733
0.8752199
0.9021462
0.8766035
0.9208008
0.9266028
0.9161245
0.8912365
0.8925122
0.9856846
1.4298058
0.8461841
0.9159501
0.8624673
0.9590885
0.9116749
0.9757129
0.8736924
0.9210074
0.8567997
0.8676388
0.9179679
0.9194606
0.8872659
0.8833259
0.9144
0.9263061
0.8929084
0.8848622
0.9778068
1.3906503
0.8532862
0.9127532
0.8984328
0.9041451
0.8650939
0.9184886
0.8748191
0.9309409
0.8850911
0.9471047
0.9102981
1.0015134
1.3942007
0.8268468
0.8925803
0.9148356
0.8448604
0.9114507
0.8903374
0.9187409
0.8852513
0.8585404
0.8473584
0.8891172
0.901591
0.8587169
0.8471395
0.8796339
0.8863738
0.9399106
0.8681375
0.9080751
0.8478451
1.3821925
0.8103045
0.8804153
0.8745103
0.8568733
0.8673483
0.8684778
0.8508823
0.9177386
0.9145806
0.8956921
0.8609251
0.8553143
0.9043399
0.9117538
0.8915686
0.870424
0.8566434
0.9179835
0.904146
0.8909898
0.8679081
0.8941119
0.9259466
0.8953791
0.8875718
0.8658097
0.8567562
0.9582451
1.3526171
0.8189189
0.8886933
0.8756637
0.8734265
0.8873247
0.9045231
0.9017566
0.8728845
0.8610924
0.9135765
0.9168655
0.9046446
0.8579713
0.8477295
0.9139667
0.907592
0.88253
0.8594956
0.8979976
0.9175527
0.8921739
0.8831711
0.8711815
0.919842
0.9161715
0.8922454
0.8772709
0.8745068
0.9634432
1.3497741
0.8233024
0.8785611
0.8726674
0.8703438
0.8857224
0.8955914
0.9049829
0.872874
0.8594644
0.9125044
0.9325915
0.9044347
0.8874005
0.8919818
0.8539976
0.8387728
0.8639714
0.8698687
0.9455393
0.8710924
0.8835558
0.8651641
0.9633379
1.3493644
0.8286922
0.8841104
0.8754859
0.8858667
0.9206135
0.933742
0.9509196
0.8714278
0.9074575
0.8340183
0.8687203
0.8927952
0.844359
0.9008442
0.8980685
0.8803872
0.8654894
0.9048246
0.8808669
0.8987856
0.9287753
0.8691705
0.9194436
0.857903
1.415342
0.8085103
0.9136061
0.8285544
0.8430261
0.8030784
0.8642813
0.8419637
0.8610049
0.8849855
0.908802
0.8957113
0.8919171
0.8802918
0.8695981
0.9127181
0.9151124
0.8946399
0.8855077
0.886501
0.9491847
0.8787014
0.9181519
1.313931
0.8765687
0.8677096
0.8925822
0.9243752
0.9353564
0.8650916
0.9029162
0.8338902
0.8945531
0.9075943
0.9004081
1.1279812
1.1252047
0.9529563
0.9232386
1.017048
0.9865838
0.9644112
0.8868886
0.936691
0.9008888
0.9304007
1.0009581
1.8089164
1.0430875
1.0642546
0.9949926
1.0574168
1.018744
1.0574702
1.0541363
1.0328451
0.8820031
1.0950044
1.120134
0.9749281
1.1000665
1.0686305
1.2405718
1.3321994
1.3316528
1.3112502
1.0973302
1.2248552
0.9619824
1.1315112
1.2397924
1.1668765
1.1471497
0.9608048
0.9756327
1.0573116
1.5477558
0.9448727
0.9831387
1.0177424
0.9246337
0.9895029
1.0021293
1.088693
1.1193725
0.9769747
0.8828363
0.9407759
0.9208162
0.89396
0.9067537
0.8834485
1.0004872
1.0371353
1.06537
1.0801925
1.0620607
1.1709119
0.9797605
1.0192061
0.9471942
0.9937075
1.4849327
